customer_unique_id,avg_item_price,avg_photos_qty,promised_lead_days,max_installments,recency_days,avg_freight_value,n_categories,avg_items,avg_distance_km,n_payment_types,used_voucher,top_category,payment_type,avg_review_score,avg_delay_days,pct_late_deliveries,is_repeat
8a68a28bf013da800d0ad91787a1e029,144.0,1.0,42,4.0,28,18.89,1.0,1.0,509.79,1.0,0.0,watches_gifts,credit_card,5.0,-30.0,0.0,0
37bdd443048ed558e1109a0ca44e5ab0,49.99,2.0,29,1.0,16,18.23,1.0,1.0,929.14,1.0,0.0,toys,boleto,5.0,-16.0,0.0,0
fcfbf5e1af0aca3119296ab84a4096a9,69.9,6.0,28,5.0,6,0.0,1.0,1.0,857.3,1.0,0.0,furniture_decor,credit_card,5.0,-12.0,0.0,0
241c823bc40b844874ac22c62238e740,34.9,4.0,37,1.0,14,16.32,1.0,1.0,313.35,1.0,0.0,stationery,boleto,4.0,-19.0,0.0,0
ee2bbda93ed3cbef0bfde31a62f807e7,88.0,1.0,19,1.0,22,7.36,1.0,1.0,118.2,1.0,0.0,bed_bath_table,boleto,3.0,-12.0,0.0,0
f4211edf9653fc1ac4e95471e8478c12,39.99,1.0,24,5.0,23,38.64,1.0,2.0,415.63,1.0,0.0,bed_bath_table,credit_card,3.0,-16.0,0.0,0
374c118557e479071f9f34705b3a96c1,64.99,1.0,27,4.0,22,15.61,1.0,1.0,2029.49,1.0,0.0,health_beauty,credit_card,3.0,7.0,1.0,0
75f8a2ccad88f173161afc0ba98b52a4,124.0,4.0,27,1.0,23,19.84,1.0,1.0,525.25,1.0,0.0,sports_leisure,boleto,4.0,-16.0,0.0,0
59da3c4be06e8efc9583f084fba97c3f,179.49,3.0,9,3.0,12,9.02,1.0,1.0,24.67,1.0,0.0,auto,credit_card,5.0,-5.0,0.0,0
1703f96b2bf04524c4d90e132deac47a,298.6,4.0,20,6.0,29,86.77,1.0,1.0,134.4,1.0,0.0,housewares,credit_card,4.0,-14.0,0.0,0
685b0e72244c3856a3b00c5b17085eed,119.0,4.0,32,3.0,27,37.52,1.0,1.0,1256.36,1.0,0.0,watches_gifts,credit_card,4.0,-21.0,0.0,0
cf365ebefda4b1e49ecfe6a6a7c21edb,144.9,1.0,30,1.0,22,10.88,1.0,1.0,549.51,1.0,0.0,computers_accessories,credit_card,4.0,-25.0,0.0,0
e62ea6d493a177361b35e9d0a743c61b,26.99,1.0,29,4.0,6,18.23,1.0,1.0,920.08,1.0,0.0,fashion_bags_accessories,credit_card,5.0,-21.0,0.0,0
8897ea56bce6fe37a39cb2ec40898102,35.0,1.0,18,1.0,10,8.88,1.0,1.0,79.5,1.0,0.0,sports_leisure,credit_card,4.0,-18.0,0.0,1
8492c2c6148ac3449374058371dc78c6,16.49,1.0,38,1.0,15,18.23,1.0,1.0,336.29,1.0,0.0,health_beauty,credit_card,4.0,-20.0,0.0,1
5936fabf5dfeaa6c31d9f649b5794e2c,25.0,2.0,27,3.0,23,26.43,1.0,1.0,530.21,1.0,0.0,construction_tools_safety,credit_card,5.0,-11.0,0.0,1
e9a64dcfdda6163922c7689458d7c184,299.0,4.0,31,6.0,17,28.17,1.0,1.0,354.2,1.0,0.0,furniture_decor,credit_card,4.0,-20.0,0.0,0
e836a4279bd9127752d8949d46f7a5a5,49.99,1.0,22,1.0,23,20.4,1.0,1.0,2131.91,1.0,0.0,books_general_interest,credit_card,4.0,-1.0,0.0,1
2c0e71415fe77e6fcc74d50c42ebe0a9,119.0,1.0,27,6.0,11,19.74,1.0,1.0,706.7,1.0,0.0,computers_accessories,credit_card,5.0,-14.0,0.0,0
21de770aa4f3a60388b97b416ad38343,54.9,4.0,24,1.0,2,17.96,1.0,1.0,495.53,1.0,0.0,kitchen_dining_laundry_garden_furniture,credit_card,5.0,-18.0,0.0,1
23339103d82a054f9729b0554ce22e8c,53.9,1.0,33,1.0,0,18.46,1.0,1.0,494.4,1.0,0.0,home_appliances,credit_card,5.0,-21.0,0.0,1
45d7eeeb18aa8c7422e5e36d3b320e98,13.65,1.0,16,1.0,13,7.39,1.0,1.0,104.81,1.0,0.0,electronics,boleto,3.0,-6.0,0.0,0
b56e429a081b6629d1616a48502dd9ff,46.99,4.0,7,1.0,13,7.39,1.0,1.0,16.51,1.0,0.0,sports_leisure,credit_card,4.0,-4.0,0.0,0
5cbc208c3c4c9a4c7bb48a44b00e53cd,138.0,1.0,26,2.0,19,43.03,1.0,1.0,1934.21,1.0,0.0,sports_leisure,credit_card,1.0,0.0,0.0,0
7b51437497e9c9b82a08ddb62dfb7b88,14.49,1.0,13,1.0,12,7.87,1.0,1.0,14.89,1.0,0.0,health_beauty,credit_card,5.0,1.0,1.0,1
ef3aa901ca7f8bc099be6fd33f8daba6,39.9,2.0,36,1.0,1,18.28,1.0,1.0,1465.13,1.0,0.0,auto,credit_card,5.0,-23.0,0.0,1
5de16979cd2b1a0bced0ccdc646c0491,139.0,6.0,21,10.0,23,68.24,1.0,1.0,139.13,1.0,0.0,musical_instruments,credit_card,5.0,-18.0,0.0,0
42c69d0748468edb4bf96674d28e07ec,399.0,7.0,24,8.0,13,71.09,1.0,1.0,1637.01,1.0,0.0,housewares,credit_card,4.0,-4.0,0.0,0
6db338b8c4668e9e6045c00f4666cda0,69.9,6.0,22,1.0,6,18.6,1.0,1.0,323.53,1.0,0.0,furniture_decor,credit_card,5.0,-7.0,0.0,0
806b0845600ffa2d9291fe036eb4caf3,90.0,1.0,22,5.0,18,14.05,1.0,1.0,872.51,1.0,0.0,health_beauty,credit_card,4.0,-13.0,0.0,0
4c5200f7d135c94fcd304cdd0af9837a,189.9,2.0,42,1.0,7,24.26,1.0,1.0,1129.49,1.0,0.0,luggage_accessories,credit_card,5.0,-35.0,0.0,1
9efc7f2a9ac5c2cf72565008f1914206,53.9,2.0,24,2.0,10,0.0,1.0,2.0,257.33,1.0,0.0,garden_tools,credit_card,5.0,-19.0,0.0,0
b326a661d1a93692be0821d8351b2d38,118.5,6.0,15,5.0,16,8.8,1.0,1.0,439.05,1.0,0.0,stationery,credit_card,5.0,-9.0,0.0,0
e5f19a93cf85b13edc0376d90e4a0ba5,29.9,1.0,17,1.0,22,9.26,1.0,1.0,72.07,1.0,0.0,housewares,boleto,5.0,-14.0,0.0,1
5ad755f2bc4d98be17d9f42b3c1f0c4b,69.9,10.0,38,1.0,16,19.46,1.0,1.0,1042.49,1.0,0.0,toys,credit_card,1.0,-25.0,0.0,0
78761d0c2d365eb550a618345df5f9c7,369.0,2.0,27,8.0,21,24.29,1.0,1.0,1007.99,1.0,0.0,watches_gifts,credit_card,2.0,6.0,1.0,0
bd748b6890efcaa0e79187653b2d6a91,134.0,1.0,25,10.0,11,15.82,1.0,1.0,337.51,1.0,0.0,pet_shop,credit_card,5.0,-12.0,0.0,1
60efa42ea492325976f18c9746c17fc8,138.0,2.0,26,6.0,15,82.82,1.0,1.0,1700.82,1.0,0.0,housewares,credit_card,1.0,31.0,1.0,0
b40ad1394b91ed65166749e0defb0c71,99.49,1.0,13,4.0,2,17.62,1.0,2.0,15.17,1.0,0.0,baby,credit_card,5.0,-7.0,0.0,0
03e3ef4497da2f83d62f7b14d86089d8,117.7,1.0,19,7.0,26,23.32,1.0,1.0,1855.25,1.0,0.0,perfumery,credit_card,5.0,-7.0,0.0,0
d72a976551bbe1764c5c2034623000c8,40.99,5.0,30,5.0,12,17.93,1.0,1.0,329.02,1.0,0.0,housewares,credit_card,2.0,-21.0,0.0,0
484b5d294b2311134285ff457c342906,79.0,2.0,23,1.0,22,18.13,1.0,1.0,249.09,1.0,0.0,housewares,credit_card,1.0,-17.0,0.0,0
012a218df8995d3ec3bb221828360c86,59.9,6.0,15,1.0,23,14.51,1.0,1.0,383.6,2.0,1.0,auto,credit_card,4.0,-9.0,0.0,1
7f2cda3176dfed4ce878d884bcd62955,120.0,5.0,17,1.0,23,13.75,1.0,1.0,45.85,1.0,0.0,health_beauty,credit_card,5.0,-12.0,0.0,0
ee081c6f1ab9c715d54a763eed4f0028,110.32,1.0,24,2.0,17,15.65,1.0,1.0,547.21,1.0,0.0,health_beauty,credit_card,5.0,-12.0,0.0,0
123a97be731b565881c0ac11dd21287a,23.9,4.0,35,1.0,6,15.23,1.0,1.0,870.64,1.0,0.0,stationery,credit_card,5.0,-28.0,0.0,0
b4b0901bb872cf9972b32a05733b3394,68.4,1.0,27,4.0,19,47.31,1.0,1.0,585.37,1.0,0.0,housewares,credit_card,5.0,-18.0,0.0,1
7e094f060802ff5e25bef767446968d3,26.9,1.0,15,3.0,6,8.88,1.0,1.0,87.05,1.0,0.0,bed_bath_table,credit_card,1.0,8.0,1.0,1
a74c55db1520986fe4c117a54a0fc287,29.98,2.0,29,4.0,18,18.23,1.0,1.0,901.55,1.0,0.0,telephony,credit_card,4.0,-17.0,0.0,1
f127965396be5d39b99e662bb2fd9a6b,55.0,1.0,24,1.0,16,26.94,1.0,1.0,2082.17,1.0,0.0,housewares,credit_card,4.0,-4.0,0.0,0
3db49645cbf26782b4211ccd821d9e06,499.99,7.0,15,5.0,25,53.05,1.0,1.0,112.76,1.0,0.0,cool_stuff,credit_card,5.0,-13.0,0.0,0
5dee7715eb91b43858f8de5822cd8eb7,179.9,1.0,24,1.0,17,18.17,1.0,1.0,139.52,1.0,0.0,bed_bath_table,boleto,5.0,-19.0,0.0,0
3ac72367c83b28a9ff5508e4e5abeef7,110.0,1.0,29,1.0,21,19.74,1.0,1.0,601.3,1.0,0.0,computers_accessories,boleto,5.0,-22.0,0.0,0
7a250ec45b3b94192c899e741b3231ad,248.0,4.0,31,6.0,9,19.62,1.0,1.0,506.31,1.0,0.0,watches_gifts,credit_card,4.0,-11.0,0.0,0
d3525fb30dd3877ec3bc1cd4ed3e0d67,120.0,2.0,8,6.0,9,13.28,1.0,1.0,134.78,1.0,0.0,housewares,credit_card,4.0,-6.0,0.0,0
08d8ad84b0088cbeae77da4ff3817479,189.9,2.0,29,5.0,13,19.21,1.0,1.0,629.33,1.0,0.0,cool_stuff,credit_card,5.0,-11.0,0.0,1
7cbf82d4150c259186de684823165950,99.9,1.0,32,3.0,13,23.28,1.0,1.0,987.93,1.0,0.0,bed_bath_table,credit_card,1.0,-12.0,0.0,0
75eacb17f5ef482c37c7b7903f014ece,99.9,1.0,17,1.0,11,20.62,1.0,1.0,334.28,1.0,0.0,furniture_decor,boleto,5.0,-1.0,0.0,1
291d020953194db1b8578ff8d9959c62,70.0,2.0,22,3.0,13,84.7,1.0,2.0,396.51,1.0,0.0,furniture_decor,credit_card,5.0,-12.0,0.0,1
2c170253200e3840e9b6720368b0e856,24.99,1.0,21,1.0,29,12.79,1.0,1.0,308.52,1.0,0.0,bed_bath_table,credit_card,1.0,-13.0,0.0,0
9a90907f6c5a8792225c6274e00a4261,319.49,1.0,22,1.0,4,25.89,1.0,1.0,1475.37,1.0,0.0,sports_leisure,credit_card,1.0,4.0,1.0,0
0d153268371aa25450d4117ff070277e,169.0,4.0,27,5.0,20,37.87,1.0,1.0,1015.42,1.0,0.0,watches_gifts,credit_card,4.0,-20.0,0.0,1
45b74b6e12342b44df029204a0fd7c46,45.9,1.0,28,2.0,25,18.23,1.0,1.0,818.7,1.0,0.0,health_beauty,credit_card,1.0,-8.0,0.0,0
40ea0f23c5d1b5d63b04ec5d0f930250,17.99,5.0,14,1.0,13,12.79,1.0,1.0,128.88,1.0,0.0,toys,credit_card,5.0,6.0,1.0,0
491620975108be471b4645338ccececf,43.9,1.0,51,2.0,3,15.23,1.0,1.0,341.03,1.0,0.0,housewares,credit_card,5.0,-40.0,0.0,0
b7239148185a6cf0c5c3fa474b49ba0c,189.0,1.0,14,2.0,6,19.4,1.0,1.0,214.95,1.0,0.0,baby,credit_card,5.0,-8.0,0.0,0
3b3a5dc253a830203a620b47b309a25e,119.9,9.0,16,5.0,9,16.81,1.0,1.0,461.47,1.0,0.0,stationery,credit_card,2.0,-2.0,0.0,0
1150ce50d96c7a4a83a3eefde2a8cb4a,105.0,2.0,22,1.0,21,13.96,1.0,1.0,959.82,1.0,0.0,watches_gifts,credit_card,5.0,-3.0,0.0,0
728a151b4593fb7ae0787158df28752a,64.99,1.0,22,1.0,30,29.48,1.0,1.0,2348.54,2.0,1.0,health_beauty,credit_card,1.0,-13.0,0.0,1
05b3a9ee7e4c98824766d8eccd3f8d89,46.9,1.0,40,1.0,21,26.43,1.0,1.0,333.69,1.0,0.0,housewares,credit_card,4.0,-33.0,0.0,0
7e0aa7cd5c4b4ac07e4584d06ab533f5,93.0,7.0,20,1.0,28,27.09,1.0,1.0,1514.52,1.0,0.0,furniture_decor,boleto,4.0,-12.0,0.0,0
2e46b03b6d9169b272125214b37d1e18,41.99,3.0,15,2.0,17,6.78,1.0,1.0,166.79,1.0,0.0,construction_tools_construction,credit_card,5.0,-10.0,0.0,0
2b3db2208861fc893211c977bf3d0244,1106.99,5.0,15,10.0,20,19.65,1.0,1.0,138.57,1.0,0.0,baby,credit_card,5.0,-14.0,0.0,0
9aaa6812e0daefa1f7edd5f772297d2e,83.79,1.0,21,1.0,29,9.27,1.0,1.0,671.17,1.0,0.0,bed_bath_table,credit_card,5.0,-12.0,0.0,1
93541741ba99116c5cf5773312eff953,104.0,4.0,32,1.0,11,27.8,1.0,1.0,1324.45,1.0,0.0,industry_commerce_and_business,boleto,4.0,-11.0,0.0,1
1500da334da019c68fda219f942ba38a,399.8,4.0,23,1.0,0,36.34,1.0,1.0,454.4,1.0,0.0,furniture_decor,credit_card,5.0,-9.0,0.0,1
4046cc9e4828038b58ee191e1f713466,49.99,1.0,15,1.0,18,13.43,1.0,1.0,9.42,1.0,0.0,garden_tools,credit_card,,-13.0,0.0,1
9811f75e58306711797259182809ba81,797.6,3.0,33,8.0,14,43.63,1.0,1.0,2441.7,1.0,0.0,health_beauty,credit_card,5.0,-2.0,0.0,0
4e447212d2b42b678e2ea168210da06a,1054.0,1.0,37,10.0,14,95.83,1.0,1.0,788.17,1.0,0.0,home_appliances,credit_card,4.0,-21.0,0.0,0
f79aa45136d8243492e2eaa67f203425,102.0,1.0,23,1.0,0,13.15,1.0,1.0,296.41,1.0,0.0,watches_gifts,boleto,4.0,-12.0,0.0,0
e5d71c2a04ee3a370295b3290a85b2fb,18.0,3.0,26,1.0,19,18.23,1.0,1.0,979.56,1.0,0.0,sports_leisure,boleto,5.0,-13.0,0.0,1
329a1cab27467bedc6c0bb79c47948d3,179.9,1.0,32,2.0,28,19.14,1.0,1.0,473.01,1.0,0.0,watches_gifts,credit_card,1.0,-20.0,0.0,0
62971915b214249061acaadcb26b3571,626.0,1.0,27,1.0,20,22.9,1.0,1.0,64.93,1.0,0.0,home_appliances_2,credit_card,4.0,-23.0,0.0,0
ec8d6e9f822cddd2f1408b764cd173c4,55.49,1.0,24,3.0,17,12.83,1.0,1.0,507.02,1.0,0.0,health_beauty,credit_card,5.0,-17.0,0.0,1
dd58c6e9567f274ae4d57af400fe1a40,109.9,1.0,29,5.0,22,19.74,1.0,1.0,897.37,1.0,0.0,bed_bath_table,credit_card,1.0,-2.0,0.0,0
d9ad5b8ce105bd3baced4648987fbbfc,299.9,7.0,9,1.0,27,10.39,1.0,1.0,56.08,1.0,0.0,sports_leisure,boleto,5.0,-3.0,0.0,1
df419aa863d47a311b6c563225f898bb,259.9,1.0,14,1.0,6,10.17,1.0,1.0,71.45,1.0,0.0,health_beauty,credit_card,5.0,-12.0,0.0,0
d2c30c00f9787faf7349ea558c153613,170.3,1.0,26,3.0,21,51.69,1.0,1.0,1883.03,1.0,0.0,sports_leisure,credit_card,5.0,6.0,1.0,1
d60483078c0c81748581f80d355bbcba,279.0,1.0,11,2.0,25,8.82,1.0,1.0,41.86,1.0,0.0,watches_gifts,credit_card,3.0,-10.0,0.0,1
41b4af321ed477242aebe74652fd8219,21.93,2.0,25,8.0,17,61.24,2.0,6.0,268.65,1.0,0.0,furniture_decor,credit_card,5.0,-23.0,0.0,1
ed917c786a8a3e411eae87aeca27cb27,95.9,3.0,23,1.0,29,23.25,1.0,1.0,640.75,2.0,1.0,auto,voucher,5.0,-17.0,0.0,1
636443768344855307bfe5f2f2f6ba2e,35.0,1.0,22,1.0,1,8.88,1.0,1.0,22.37,1.0,0.0,furniture_decor,credit_card,4.0,-15.0,0.0,1
f94524df71faaa4f2b142eb5a10760f2,36.87,1.0,22,1.0,26,18.23,1.0,1.0,568.22,1.0,0.0,musical_instruments,credit_card,4.0,-14.0,0.0,0
e5f046d49786b5b1992e0567d40a6600,59.9,1.0,33,1.0,8,18.3,1.0,1.0,641.03,1.0,0.0,computers_accessories,credit_card,4.0,-17.0,0.0,0
f22be5271ec9cfe6dc20790e61fe65b7,159.0,1.0,25,1.0,21,41.87,1.0,1.0,408.43,1.0,0.0,furniture_decor,boleto,5.0,-15.0,0.0,0
4f4943d1a8ac2c4a65d4fba25ee8c0bb,30.48,1.0,9,3.0,10,7.39,1.0,1.0,58.79,1.0,0.0,sports_leisure,credit_card,5.0,-5.0,0.0,1
e1564be61c08bb1dfaff4254af4e32d2,69.9,6.0,7,1.0,9,24.86,1.0,2.0,17.92,1.0,0.0,furniture_decor,boleto,4.0,-4.0,0.0,0
dd029e708cc37a26474bba9aa0e228bf,13.99,1.0,10,1.0,28,7.39,1.0,1.0,12.8,1.0,0.0,perfumery,credit_card,1.0,-8.0,0.0,0
ebc35277b4c5294e7f08d23e27e98bdf,42.5,2.0,27,1.0,6,18.23,1.0,1.0,540.75,1.0,0.0,construction_tools_construction,credit_card,5.0,-19.0,0.0,0
f982853f2882760f3a52e7bdfabb1080,109.9,1.0,15,8.0,19,23.72,1.0,2.0,146.48,1.0,0.0,bed_bath_table,credit_card,5.0,-14.0,0.0,1
1ce879e096d3c38f230acdab7165332e,110.0,1.0,24,3.0,10,62.44,1.0,1.0,306.49,1.0,0.0,garden_tools,credit_card,4.0,-17.0,0.0,1
0ceb502fc33a2ad327b08288c5310e2e,49.97,2.0,24,1.0,10,24.0,1.0,1.0,393.49,1.0,0.0,furniture_decor,boleto,5.0,-11.0,0.0,1
b8fdcf42ae259199339e36da52bbe35c,55.0,1.0,18,2.0,15,12.83,1.0,1.0,498.32,1.0,0.0,bed_bath_table,credit_card,5.0,-9.0,0.0,0
4dba78a69f5fb2d5ba4bdf9696e1eb8f,1520.88,3.0,20,10.0,23,28.53,1.0,1.0,242.6,1.0,0.0,telephony,credit_card,1.0,-13.0,0.0,0
e58043c5746b4d123edd5fe77ef48696,38.9,3.0,30,1.0,9,18.23,1.0,1.0,,1.0,0.0,auto,credit_card,5.0,-19.0,0.0,1
83aafc33dbc4dec03dfe9318c298d552,65.99,6.0,7,1.0,8,12.43,1.0,1.0,28.58,1.0,0.0,toys,boleto,5.0,-4.0,0.0,0
4908aab6e66001d553720a6059cc06bc,199.0,1.0,30,5.0,2,13.83,1.0,1.0,308.03,1.0,0.0,bed_bath_table,credit_card,5.0,-20.0,0.0,0
c6cf1ed78ca8278d606d4883f0640f19,90.0,1.0,26,1.0,5,22.69,1.0,1.0,1071.65,1.0,0.0,health_beauty,credit_card,5.0,-6.0,0.0,0
f44ffa618df5f8a65899275c93b14ae2,1260.0,6.0,30,10.0,19,118.64,1.0,2.0,1249.55,1.0,0.0,computers_accessories,credit_card,4.0,-21.0,0.0,0
3e7bb77746c1489704b3e041860dfb6d,69.9,1.0,24,1.0,23,22.2,1.0,1.0,908.64,1.0,0.0,health_beauty,boleto,5.0,-15.0,0.0,1
59e8fb2230cc55227b2a21c05975bb5b,34.99,1.0,13,1.0,16,12.79,1.0,1.0,291.15,1.0,0.0,toys,credit_card,5.0,-10.0,0.0,0
ab6ec178286e6a6d70e9bfe90378bd95,11.0,1.0,13,1.0,2,7.87,1.0,1.0,68.62,1.0,0.0,drinks,credit_card,4.0,-8.0,0.0,1
35d68a3cffde6623481e49668e51ae08,19.9,1.0,21,1.0,23,18.23,1.0,1.0,728.92,1.0,0.0,electronics,boleto,5.0,-6.0,0.0,0
b1053f51d4b97bf522bc083b6a30bb48,35.99,1.0,27,1.0,18,18.23,1.0,1.0,130.95,1.0,0.0,computers_accessories,credit_card,3.0,-13.0,0.0,0
ea6184b812df993f07fd9d7edca1c246,209.9,1.0,21,3.0,9,15.55,1.0,1.0,514.19,1.0,0.0,computers_accessories,credit_card,5.0,-6.0,0.0,0
23302f675d6d188a3f0042938e2069e2,44.99,2.0,21,5.0,30,14.44,1.0,1.0,308.02,1.0,0.0,bed_bath_table,credit_card,3.0,-15.0,0.0,0
39a2f936ce8890dc3112d7869c18200f,19.9,4.0,28,1.0,24,76.16,1.0,4.0,2354.87,1.0,0.0,stationery,credit_card,1.0,-22.0,0.0,0
081e0e600cfd38bd7eabb583b2af18a3,99.99,1.0,41,1.0,6,37.39,1.0,1.0,2350.31,1.0,0.0,sports_leisure,credit_card,5.0,-31.0,0.0,0
0f9f79740bb384a8ed9ebe5867ae3f93,59.9,1.0,26,1.0,4,24.55,1.0,1.0,1796.41,1.0,0.0,furniture_decor,debit_card,4.0,-11.0,0.0,0
5163557a4c64d842988496bffe20f016,105.0,2.0,29,2.0,7,10.8,1.0,1.0,899.87,1.0,0.0,watches_gifts,credit_card,5.0,-17.0,0.0,0
54e0af4a0f1db52a08a5f9b39954dfef,299.99,3.0,28,8.0,0,37.24,1.0,1.0,1896.39,1.0,0.0,housewares,credit_card,4.0,-12.0,0.0,0
67bddde1844b238fe25995cde1612b4e,53.9,2.0,35,1.0,3,29.71,1.0,1.0,2199.23,1.0,0.0,garden_tools,credit_card,5.0,-17.0,0.0,1
2fd07dc5dbae616986e00fb72e7a779b,48.9,1.0,18,1.0,3,9.26,1.0,1.0,167.79,1.0,0.0,baby,boleto,4.0,-11.0,0.0,1
f48a9bdc7d38b43bba4082517ea1bc07,179.0,2.0,19,5.0,12,8.87,1.0,1.0,269.26,1.0,0.0,garden_tools,credit_card,5.0,-13.0,0.0,0
42e4ef7368d5c83004251c9e1be8ac24,35.9,1.0,24,1.0,24,16.32,1.0,1.0,842.65,1.0,0.0,baby,credit_card,1.0,2.0,1.0,0
